gene_symbol,human_gene_id,ensembl_gene_id,uniprot_id,synonyms,description,curated_gene_list,curation_evidence,sub_mito_location,pathways,targetp_score,mito_domain_score,coexpression_gnf_n50_score,pgc_induction_score,yeast_mito_homolog_score,rickettsia_homolog_score,msms_score
TIMM29,90580,ENSG00000142444,Q9BSF4,C19orf52|TIM29,translocase of inner mitochondrial membrane 29,curated,"targetP signal+, coexpression, MS/MS",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway",1.0,,19.0,,NoMitoHomolog,NoHomolog,25-50ambig
PNPO,55163,ENSG00000108439,Q9NVS9,HEL-S-302|PDXPO,pyridoxamine 5'-phosphate oxidase,curated,"APEX_matrix, yeast mito homolog++, coexpression, MS/MS",Matrix,Metabolism > Vitamin metabolism > Vitamin B6 metabolism,5.0,NonMitoDomain,16.0,,OrthologMitoHighConf,NoHomolog,0-25pure
MICU2,221154,ENSG00000165487,Q8IYU8,1110008L20Rik|EFHA1,mitochondrial calcium uptake 2,curated,"literature, APEX_IMS, GFP, targetP signal+, mito protein domain, MS/MS+",MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,1.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,25-50pure
PCBD2,84105,ENSG00000132570,Q9H0N5,DCOH2|DCOHM|PHS2,pterin-4 alpha-carbinolamine dehydratase 2,curated,"targetP signal+, induction, MS/MS",unknown,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis,1.0,NonMitoDomain,0.0,0.61,HomologMitoLowConf,NoHomolog,50-75ambig
QRSL1,55278,ENSG00000130348,Q9H0R6,COXPD40|GatA,glutaminyl-tRNA amidotransferase subunit QRSL1,curated,"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,,SharedDomain,6.0,,HomologMitoHighConf,Homolog,25-50ambig
ADCK1,57143,ENSG00000063761,Q86TW2,-,aarF domain containing kinase 1,curated,"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS",unknown,0,,SharedDomain,2.0,,OrthologMitoLowConf,Homolog,25-50ambig
PRDX6,9588,ENSG00000117592,P30041,1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29,peroxiredoxin 6,curated,"yeast mito homolog++, Rickettsial homolog, mito protein domain",unknown,Metabolism > Lipid metabolism > Phospholipid metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,,SharedDomain,2.0,,OrthologMitoHighConf,Homolog,50-75crude
NIPSNAP1,8508,ENSG00000184117,Q9BPW8,-,nipsnap homolog 1,curated,"APEX_matrix, targetP signal, coexpression, MS/MS++",Matrix,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,2.0,NonMitoDomain,7.0,,NoMitoHomolog,NoHomolog,75-100pure
GARS1,2617,ENSG00000106105,P41250,CMT2D|DSMAV|GARS|GlyRS|HMN5|SMAD1,glycyl-tRNA synthetase 1,curated,"targetP signal, yeast mito homolog, mito protein domain, induction",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,3.0,SharedDomain,3.0,1.62,HomologMitoHighConf,NoHomolog,25-50crude
ACSM2A,123876,ENSG00000183747,Q08AH3,A-923A4.1|ACSM2,acyl-CoA synthetase medium chain family member 2A,curated,"targetP signal, mito protein domain, MS/MS+",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism,2.0,SharedDomain,2.0,,HomologMitoLowConf,NoHomolog,75-100ambig
SLC25A33,84275,ENSG00000171612,Q9BSK2,BMSC-MCP|PNC1,solute carrier family 25 member 33,curated,"literature, yeast mito homolog+, mito protein domain+",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,,MitoDomain,2.0,0.47,OrthologMitoLowConf,NoHomolog,0-25ambig
LYRM9,201229,ENSG00000232859,A8MSI8,C17orf108|HSD24,LYR motif containing 9,curated,"targetP signal, mito protein domain+, MS/MS",unknown,0,3.0,MitoDomain,2.0,,NoMitoHomolog,NoHomolog,50-75ambig
RAB24,53917,ENSG00000169228,Q969Q5,-,"RAB24, member RAS oncogene family",curated,"mito protein domain, induction, coexpression, MS/MS",MOM,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Autophagy,,SharedDomain,5.0,0.83,HomologMitoLowConf,NoHomolog,50-75ambig
PARS2,25973,ENSG00000162396,Q7L3T8,EIEE75|MT-PRORS|proRS,"prolyl-tRNA synthetase 2, mitochondrial",curated,"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,3.0,SharedDomain,4.0,,HomologMitoHighConf,Ortholog,0-25ambig
MRPL52,122704,ENSG00000172590,Q86TS9,-,mitochondrial ribosomal protein L52,curated,"literature, APEX_matrix, targetP signal, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,2.0,,12.0,-0.12,NoMitoHomolog,NoHomolog,50-75ambig
PUS1,80324,ENSG00000177192,Q9Y606,MLASA1,pseudouridine synthase 1,curated,"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,2.0,SharedDomain,6.0,,OrthologMitoLowConf,NoHomolog,
GOT2,2806,ENSG00000125166,P00505,KAT4|KATIV|KYAT4|mitAAT,glutamic-oxaloacetic transaminase 2,curated,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism,3.0,SharedDomain,,,NoMitoHomolog,NoHomolog,75-100pure
NAXD,55739,ENSG00000213995,Q8IW45,CARKD|LP3298|PEBEL2,NAD(P)HX dehydratase,curated,"GFP, targetP signal, mito protein domain, MS/MS++",MIM,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,3.0,SharedDomain,3.0,,NoMitoHomolog,NoHomolog,75-100pure
MT-ND3,4537,ENSG00000198840,P03897,MTND3,"NADH dehydrogenase, subunit 3 (complex I)",curated,"literature, Rickettsial homolog, mito protein domain+, MS/MS",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,,MitoDomain,,,NoMitoHomolog,Ortholog,0-25pure
ACCS,84680,ENSG00000110455,Q96QU6,ACS|PHACS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),curated,"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression",unknown,0,,SharedDomain,5.0,,OrthologMitoHighConf,Homolog,
PTRH2,51651,ENSG00000141378,Q9Y3E5,BIT1|CFAP37|CGI-147|IMNEPD|PTH|PTH 2|PTH2,peptidyl-tRNA hydrolase 2,curated,"literature, yeast mito homolog, mito protein domain, MS/MS++",MOM,0,,SharedDomain,4.0,,HomologMitoHighConf,NoHomolog,50-75pure
PGS1,9489,ENSG00000087157,Q32NB8,-,phosphatidylglycerophosphate synthase 1,curated,"targetP signal, yeast mito homolog++, mito protein domain",MIM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,3.0,SharedDomain,0.0,,OrthologMitoHighConf,NoHomolog,0-25ambig
OXR1,55074,ENSG00000164830,Q8N573,CHEGDD|Nbla00307|TLDC3,oxidation resistance 1,curated,"literature, yeast mito homolog+, mito protein domain, MS/MS",MOM,Metabolism > Detoxification > ROS and glutathione metabolism,4.0,SharedDomain,1.0,,OrthologMitoLowConf,NoHomolog,25-50ambig
LYPLAL1,127018,ENSG00000143353,Q5VWZ2,Q96AV0,lysophospholipase like 1,curated,"mito protein domain, MS/MS++",unknown,Metabolism > Lipid metabolism,4.0,SharedDomain,0.0,-0.72,NoMitoHomolog,NoHomolog,75-100pure
DNAJC28,54943,ENSG00000177692|ENSG00000262911,Q9NX36,C21orf55|C21orf78,DnaJ heat shock protein family (Hsp40) member C28,curated,"Rickettsial homolog, mito protein domain, coexpression+",unknown,0,4.0,SharedDomain,32.0,,NoMitoHomolog,Homolog,0-25ambig
FPGS,2356,ENSG00000136877,Q05932,-,folylpolyglutamate synthase,curated,"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain",Matrix,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,2.0,SharedDomain,4.0,,HomologMitoHighConf,Ortholog,
TMEM205,374882,ENSG00000105518,Q6UW68,UNQ501,transmembrane protein 205,curated,"yeast mito homolog, mito protein domain+, coexpression",Membrane,0,,MitoDomain,7.0,,HomologMitoHighConf,NoHomolog,0-25ambig
SLC25A53,401612,ENSG00000269743,Q5H9E4,MCART6,solute carrier family 25 member 53,curated,"yeast mito homolog+, mito protein domain+",MIM,Small molecule transport > SLC25A family,,MitoDomain,0.0,,OrthologMitoLowConf,NoHomolog,0-25ambig
AIFM3,150209,ENSG00000183773,Q96NN9,AIFL,apoptosis inducing factor mitochondria associated 3,curated,"literature, yeast mito homolog, Rickettsial homolog, mito protein domain+",MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins | Mitochondrial dynamics and surveillance > Apoptosis,,MitoDomain,1.0,,HomologMitoHighConf,Ortholog,
MGST1,4257,ENSG00000008394,P10620,GST12|MGST|MGST-I,microsomal glutathione S-transferase 1,curated,"mito protein domain, coexpression, MS/MS++",Membrane,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,,SharedDomain,5.0,,NoMitoHomolog,NoHomolog,75-100pure
MTFP1,51537,ENSG00000242114,Q9UDX5,HSPC242|MTP18,mitochondrial fission process 1,curated,"literature, induction, coexpression, MS/MS+",Membrane,Mitochondrial dynamics and surveillance > Fission,,,14.0,1.18,NoMitoHomolog,NoHomolog,75-100ambig
COA4,51287,ENSG00000181924,Q9NYJ1,CHCHD8|CMC3|E2IG2,cytochrome c oxidase assembly factor 4 homolog,curated,"yeast mito homolog++, mito protein domain, MS/MS",IMS,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,,SharedDomain,,,OrthologMitoHighConf,NoHomolog,25-50ambig
NIF3L1,60491,ENSG00000196290,Q9GZT8,ALS2CR1|CALS-7|MDS015,NGG1 interacting factor 3 like 1,curated,"APEX_matrix, targetP signal, yeast mito homolog, coexpression, MS/MS+",Matrix,0,3.0,NonMitoDomain,9.0,-0.55,HomologMitoHighConf,NoHomolog,25-50pure
PUSL1,126789,ENSG00000169972,Q8N0Z8,-,pseudouridine synthase like 1,curated,"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain",Matrix,Mitochondrial central dogma > Translation,5.0,SharedDomain,,,OrthologMitoLowConf,Homolog,0-25ambig
SDSL,113675,ENSG00000139410,Q96GA7,SDH 2|SDS-RS1|TDH|cSDH,serine dehydratase like,curated,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression",unknown,Metabolism > Amino acid metabolism > Serine metabolism,,SharedDomain,10.0,,OrthologMitoLowConf,Homolog,
BAX,581,ENSG00000087088,Q07812,BCL2L4,"BCL2 associated X, apoptosis regulator",curated,"literature, mito protein domain, coexpression, MS/MS++",MOM,Mitochondrial dynamics and surveillance > Apoptosis,,SharedDomain,6.0,-0.41,NoMitoHomolog,NoHomolog,50-75pure
MAVS,57506,ENSG00000088888,Q7Z434,CARDIF|IPS-1|IPS1|VISA,mitochondrial antiviral signaling protein,curated,"literature, induction, coexpression+, MS/MS",MOM,Signaling > Immune response,,,32.0,1.11,NoMitoHomolog,NoHomolog,25-50ambig
METTL17,64745,ENSG00000165792,Q9H7H0,METT11D1,methyltransferase like 17,curated,"GFP, yeast mito homolog++, mito protein domain+",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,,MitoDomain,2.0,,OrthologMitoHighConf,NoHomolog,
ACACB,32,ENSG00000076555,O00763,ACC2|ACCB|HACC275,acetyl-CoA carboxylase beta,curated,"Rickettsial homolog, mito protein domain, coexpression+",MOM,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins,,SharedDomain,30.0,,HomologMitoLowConf,Homolog,0-25ambig
ARG2,384,ENSG00000081181,P78540,-,arginase 2,curated,"literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS",Matrix,Metabolism > Amino acid metabolism,1.0,SharedDomain,1.0,,NoMitoHomolog,NoHomolog,50-75ambig
MTPAP,55149,ENSG00000107951,Q9NVV4,PAPD1|SPAX4|TENT6,mitochondrial poly(A) polymerase,curated,"literature, APEX_matrix, targetP signal+, mito protein domain, induction",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,1.0,SharedDomain,3.0,0.93,NoMitoHomolog,NoHomolog,25-50crude
CCDC51,79714,ENSG00000164051,Q96ER9,MITOK,coiled-coil domain containing 51,curated,"APEX_matrix, targetP signal, MS/MS++",MIM,Small molecule transport,2.0,,1.0,,NoMitoHomolog,NoHomolog,50-75pure
SUGCT,79783,ENSG00000175600,Q9HAC7,C7orf10|DERP13|GA3|ORF19,succinyl-CoA:glutarate-CoA transferase,curated,"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+",Matrix,Metabolism > Amino acid metabolism,3.0,SharedDomain,7.0,,NoMitoHomolog,NoHomolog,25-50pure
DNM1L,10059,ENSG00000087470,O00429,DLP1|DRP1|DVLP|DYMPLE|EMPF|EMPF1|HDYNIV|OPA5,dynamin 1 like,curated,"literature, yeast mito homolog+, mito protein domain, induction",MOM,Mitochondrial dynamics and surveillance > Fission,,SharedDomain,1.0,0.88,OrthologMitoLowConf,NoHomolog,50-75crude
NRDC,4898,ENSG00000078618,O43847,NRD1|hNRD1|hNRD2,nardilysin convertase,curated,"targetP signal, Rickettsial homolog, mito protein domain+",Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",3.0,MitoDomain,1.0,,NoMitoHomolog,Homolog,0-25ambig
TMEM126B,55863,ENSG00000171204,Q8IUX1,HT007|MC1DN29,transmembrane protein 126B,curated,"targetP signal, mito protein domain+, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,3.0,MitoDomain,,,NoMitoHomolog,NoHomolog,25-50ambig
NSUN4,387338,ENSG00000117481,Q96CB9,SHTAP,NOP2/Sun RNA methyltransferase 4,curated,"APEX_matrix, targetP signal, mito protein domain, induction, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,3.0,SharedDomain,12.0,1.32,NoMitoHomolog,NoHomolog,0-25ambig
ACSS3,79611,ENSG00000111058,Q9H6R3,-,acyl-CoA synthetase short chain family member 3,curated,"Rickettsial homolog, mito protein domain, MS/MS",Matrix,Metabolism > Lipid metabolism,4.0,SharedDomain,,,HomologMitoLowConf,Homolog,50-75ambig
FAM210B,116151,ENSG00000124098,Q96KR6,5A3|C20orf108|dJ1167H4.1,family with sequence similarity 210 member B,curated,"targetP signal, yeast mito homolog, coexpression, MS/MS",MIM,Metabolism > Metals and cofactors > Iron homeostasis,3.0,,8.0,,HomologMitoHighConf,NoHomolog,25-50ambig
RBFA,79863,ENSG00000101546,Q8N0V3,C18orf22|HsT169,ribosome binding factor A,curated,"APEX_matrix, targetP signal+, Rickettsial homolog, coexpression",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,1.0,,5.0,,NoMitoHomolog,Ortholog,
METAP1D,254042,ENSG00000172878,Q6UB28,MAP 1D|MAP1D|MetAP 1D|Metap1l,"methionyl aminopeptidase type 1D, mitochondrial",curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression",Matrix,"Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",2.0,SharedDomain,20.0,,NoMitoHomolog,Homolog,
AHCYL1,10768,ENSG00000168710,O43865,DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA,adenosylhomocysteinase like 1,curated,"targetP signal, mito protein domain+, induction",MOM,Mitochondrial dynamics and surveillance > Organelle contact sites,3.0,MitoDomain,3.0,0.61,NoMitoHomolog,NoHomolog,0-25crude
NIPSNAP3A,25934,ENSG00000136783,Q9UFN0,HSPC299|NIPSNAP4|TASSC,nipsnap homolog 3A,curated,"APEX_matrix, targetP signal+, MS/MS++",Matrix,0,1.0,NonMitoDomain,2.0,,NoMitoHomolog,NoHomolog,50-75pure
MTARC1,64757,ENSG00000186205,Q5VT66,MARC1|MOSC1,mitochondrial amidoxime reducing component 1,curated,"mito protein domain+, MS/MS",MOM,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex,5.0,MitoDomain,2.0,,NoMitoHomolog,NoHomolog,50-75ambig
FUNDC1,139341,ENSG00000069509,Q8IVP5,-,FUN14 domain containing 1,curated,"yeast mito homolog, mito protein domain+, MS/MS",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,,MitoDomain,3.0,,HomologMitoHighConf,NoHomolog,0-25pure
ACSL1,2180,ENSG00000151726,P33121,ACS1|FACL1|FACL2|LACS|LACS1|LACS2,acyl-CoA synthetase long chain family member 1,curated,"Rickettsial homolog, mito protein domain, coexpression",MOM,Metabolism > Lipid metabolism > Fatty acid oxidation,,SharedDomain,22.0,,HomologMitoLowConf,Homolog,50-75crude
COX20,116228,ENSG00000203667,Q5RI15,FAM36A,cytochrome c oxidase assembly factor COX20,curated,"literature, APEX_IMS, GFP, yeast mito homolog++, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,,,,,OrthologMitoHighConf,NoHomolog,50-75ambig
HSDL1,83693,ENSG00000103160,Q3SXM5,SDR12C3,hydroxysteroid dehydrogenase like 1,curated,"GFP, Rickettsial homolog, mito protein domain, MS/MS++",unknown,0,,SharedDomain,2.0,,NoMitoHomolog,Homolog,50-75pure
CBR3,874,ENSG00000159231,O75828,HEL-S-25|SDR21C2|hCBR3,carbonyl reductase 3,curated,"targetP signal, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Metabolism > Detoxification > Xenobiotic metabolism,2.0,SharedDomain,0.0,,NoMitoHomolog,Homolog,25-50ambig
MTERF4,130916,ENSG00000122085,Q7Z6M4,MTERFD2,mitochondrial transcription termination factor 4,curated,"APEX_matrix, targetP signal, mito protein domain+, coexpression",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,3.0,MitoDomain,10.0,0.37,NoMitoHomolog,NoHomolog,
NUDT19,390916,ENSG00000213965,A8MXV4,RP2,nudix hydrolase 19,curated,"APEX_matrix, targetP signal, mito protein domain, induction",Matrix,Metabolism > Metals and cofactors > Coenzyme A metabolism,2.0,SharedDomain,3.0,3.43,NoMitoHomolog,NoHomolog,50-75crude
HEBP1,50865,ENSG00000013583,Q9NRV9,HBP|HEBP,heme binding protein 1,curated,"APEX_IMS, mito protein domain, coexpression, MS/MS++",IMS,0,,SharedDomain,7.0,,NoMitoHomolog,NoHomolog,50-75pure
PTPMT1,114971,ENSG00000110536|ENSG00000285206,Q8WUK0,DUSP23|MOSP|PLIP|PNAS-129,protein tyrosine phosphatase mitochondrial 1,curated,"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++",MIM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,,SharedDomain,8.0,,NoMitoHomolog,NoHomolog,50-75pure
PGAM5,192111,ENSG00000247077,Q96HS1,BXLBV68,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase",curated,"APEX_IMS, mito protein domain, coexpression, MS/MS++",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,,SharedDomain,6.0,,NoMitoHomolog,NoHomolog,50-75pure
DTYMK,1841,ENSG00000168393,P23919,CDC8|PP3731|TMPK|TYMK,deoxythymidylate kinase,curated,"Rickettsial homolog, MS/MS+",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,5.0,,1.0,,NoMitoHomolog,Ortholog,75-100ambig
KARS1,3735,ENSG00000065427,Q15046,CMTRIB|DFNB89|KARS|KARS2|KRS,lysyl-tRNA synthetase 1,curated,"literature, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,2.0,SharedDomain,5.0,,NoMitoHomolog,Homolog,0-25ambig
STAR,6770,ENSG00000147465,P49675,STARD1,steroidogenic acute regulatory protein,curated,"literature, targetP signal, mito protein domain, coexpression, MS/MS",MOM|IMS,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",2.0,SharedDomain,8.0,,NoMitoHomolog,NoHomolog,25-50ambig
DNAJC19,131118,ENSG00000205981,Q96DA6,PAM18|TIM14|TIMM14,DnaJ heat shock protein family (Hsp40) member C19,curated,"literature, APEX_matrix, mito protein domain, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",,SharedDomain,,,HomologMitoLowConf,NoHomolog,75-100pure
OTC,5009,ENSG00000036473,P00480,OCTD,ornithine carbamoyltransferase,curated,"literature, targetP signal, mito protein domain, MS/MS+",Matrix,Metabolism > Amino acid metabolism > Urea cycle,2.0,SharedDomain,4.0,,NoMitoHomolog,NoHomolog,75-100ambig
COX7A2L,9167,ENSG00000115944,O14548,COX7AR|COX7RP|EB1|SIG81,cytochrome c oxidase subunit 7A2 like,curated,"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,,MitoDomain,4.0,,NoMitoHomolog,NoHomolog,75-100ambig
MTERF3,51001,ENSG00000156469,Q96E29,CGI-12|MTERFD1,mitochondrial transcription termination factor 3,curated,"literature, APEX_matrix, GFP, targetP signal, mito protein domain+, coexpression",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,2.0,MitoDomain,5.0,,NoMitoHomolog,NoHomolog,
SFXN2,118980,ENSG00000156398,Q96NB2,SLC56A2,sideroflexin 2,curated,"mito protein domain+, coexpression",MIM,Small molecule transport > Sideroflexins,,MitoDomain,8.0,,HomologMitoLowConf,NoHomolog,50-75crude
FASN,2194,ENSG00000169710,P49327,FAS|OA-519|SDR27X1,fatty acid synthase,curated,"Rickettsial homolog, mito protein domain, coexpression",IMS,Metabolism > Lipid metabolism,,SharedDomain,11.0,-0.59,HomologMitoLowConf,Homolog,50-75crude
PINK1,65018,ENSG00000158828,Q9BXM7,BRPK|PARK6,PTEN induced kinase 1,curated,"literature, targetP signal+, mito protein domain, coexpression",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling,1.0,SharedDomain,20.0,,NoMitoHomolog,NoHomolog,
TMEM177,80775,ENSG00000144120,Q53S58,-,transmembrane protein 177,curated,"targetP signal, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,2.0,,19.0,,NoMitoHomolog,NoHomolog,25-50ambig
TXNRD1,7296,ENSG00000198431,Q16881,GRIM-12|TR|TR1|TRXR1|TXNR,thioredoxin reductase 1,curated,"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS",unknown,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,,SharedDomain,5.0,,HomologMitoLowConf,Homolog,25-50ambig
THNSL1,79896,ENSG00000185875,Q8IYQ7,TSH1,threonine synthase like 1,curated,"APEX_matrix, mito protein domain, MS/MS++",Matrix,0,4.0,SharedDomain,3.0,,NoMitoHomolog,NoHomolog,50-75pure
FDPS,2224,ENSG00000160752,P14324,FPPS|FPS|POROK9,farnesyl diphosphate synthase,curated,"targetP signal, mito protein domain, MS/MS+",MIM,Metabolism > Lipid metabolism > Cholesterol-associated,2.0,SharedDomain,,,NoMitoHomolog,NoHomolog,25-50pure
IDI1,3422,ENSG00000067064,Q13907,IPP1|IPPI1,isopentenyl-diphosphate delta isomerase 1,curated,"targetP signal, mito protein domain, MS/MS+",Matrix,Metabolism > Lipid metabolism > Cholesterol-associated,2.0,SharedDomain,,,NoMitoHomolog,NoHomolog,25-50pure
TOP3A,7156,ENSG00000177302|ENSG00000284238,Q13472,MGRISCE2|PEOB5|TOP3|ZGRF7,DNA topoisomerase III alpha,curated,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,1.0,SharedDomain,2.0,,NoMitoHomolog,Homolog,0-25ambig
FTMT,94033,ENSG00000181867,Q8N4E7,MTF,ferritin mitochondrial,curated,"literature, targetP signal+, mito protein domain, MS/MS",Matrix,Metabolism > Metals and cofactors > Iron homeostasis,1.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,25-50ambig
LDHAL6B,92483,ENSG00000171989,Q9BYZ2,LDH6B|LDHAL6|LDHL,lactate dehydrogenase A like 6B,curated,"targetP signal, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Metabolism > Carbohydrate metabolism,3.0,SharedDomain,2.0,,NoMitoHomolog,Homolog,50-75ambig
MTFR1,9650,ENSG00000066855,Q15390,CHPPR|FAM54A2,mitochondrial fission regulator 1,curated,"literature, targetP signal, mito protein domain+, coexpression",Membrane,Mitochondrial dynamics and surveillance > Fission,3.0,MitoDomain,11.0,,NoMitoHomolog,NoHomolog,
BCL2L13,23786,ENSG00000099968,Q9BXK5,BCL-RAMBO|Bcl2-L-13|MIL1,BCL2 like 13,curated,"literature, mito protein domain, coexpression, MS/MS+",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Mitochondrial dynamics and surveillance > Apoptosis,,SharedDomain,11.0,0.49,NoMitoHomolog,NoHomolog,25-50pure
TRMT10C,54931,ENSG00000174173,Q7L0Y3,COXPD30|HNYA|MRPP1|RG9MTD1,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",curated,"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,1.0,SharedDomain,7.0,,NoMitoHomolog,NoHomolog,0-25ambig
ACOT7,11332,ENSG00000097021,O00154,ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH,acyl-CoA thioesterase 7,curated,"targetP signal+, mito protein domain, induction",Matrix,Metabolism > Lipid metabolism,1.0,SharedDomain,1.0,1.09,NoMitoHomolog,NoHomolog,0-25crude
